filename,clean_width_mm,clean_class,shadowed_width_mm,shadowed_class,restored_width_mm,restored_class
00151,5.813776741499454,Heavy Crack,18.873261509341727,Heavy Crack,3.88329756778952,Heavy Crack
00152,4.870318264754369,Heavy Crack,13.41044369139217,Heavy Crack,5.249761899362675,Heavy Crack
00153,5.813776741499454,Heavy Crack,16.260381299342278,Heavy Crack,5.0,Heavy Crack
00154,4.770744176750625,Heavy Crack,18.24719156473127,Heavy Crack,4.368065933568311,Heavy Crack
00155,4.870318264754369,Heavy Crack,12.167168939404105,Heavy Crack,5.099019513592785,Heavy Crack
00156,3.492849839314596,Heavy Crack,13.495184326269872,Heavy Crack,3.560898762952972,Heavy Crack
00157,4.560701700396552,Heavy Crack,12.625371281669304,Heavy Crack,4.123105625617661,Heavy Crack
00158,5.885575587824865,Heavy Crack,12.727922061357857,Heavy Crack,4.25205832509386,Heavy Crack
00159,5.556977595779922,Heavy Crack,20.024984394500787,Heavy Crack,4.560701700396552,Heavy Crack
00160,6.161168720299745,Heavy Crack,13.159027319676785,Heavy Crack,5.491812087098393,Heavy Crack
00161,5.546169849544819,Heavy Crack,14.612323566086264,Heavy Crack,4.294182110716778,Heavy Crack
00162,4.770744176750625,Heavy Crack,13.160547101089684,Heavy Crack,3.560898762952972,Heavy Crack
00163,5.414794548272354,Heavy Crack,12.214745187681977,Heavy Crack,5.203844732503075,Heavy Crack
00164,4.560701700396552,Heavy Crack,15.47384890710776,Heavy Crack,3.88329756778952,Heavy Crack
00165,4.123105625617661,Heavy Crack,16.593974810153235,Heavy Crack,3.6055512754639896,Heavy Crack
00166,4.947726750741193,Heavy Crack,18.009997223764362,Heavy Crack,4.404543109109048,Heavy Crack
00167,3.720215047547655,Heavy Crack,16.561400906928135,Heavy Crack,3.3105890714493698,Heavy Crack
00168,7.0710678118654755,Heavy Crack,15.72895419282541,Heavy Crack,5.692099788303083,Heavy Crack
00169,5.440588203494178,Heavy Crack,17.367786272291585,Heavy Crack,5.830951894845301,Heavy Crack
00170,5.2839379254491625,Heavy Crack,20.052929960482086,Heavy Crack,4.440720662234904,Heavy Crack
00171,4.951767361255979,Heavy Crack,15.922311389996114,Heavy Crack,3.8000000000000003,Heavy Crack
00172,5.047771785649585,Heavy Crack,15.243359209832983,Heavy Crack,5.414794548272354,Heavy Crack
00173,5.110772935672255,Heavy Crack,17.08800749063506,Heavy Crack,3.88329756778952,Heavy Crack
00174,3.9293765408777,Heavy Crack,15.861904047118683,Heavy Crack,4.079215610874228,Heavy Crack
00175,4.049691346263318,Heavy Crack,14.338758663147937,Heavy Crack,4.294182110716778,Heavy Crack
00176,3.720215047547655,Heavy Crack,15.831613941730641,Heavy Crack,3.82099463490856,Heavy Crack
00177,3.720215047547655,Heavy Crack,19.609181522949907,Heavy Crack,3.492849839314596,Heavy Crack
00178,7.155417527999328,Heavy Crack,21.07225664232476,Heavy Crack,4.638965401897281,Heavy Crack
00179,4.308131845707603,Heavy Crack,16.84399002611911,Heavy Crack,3.82099463490856,Heavy Crack
00180,4.294182110716778,Heavy Crack,12.258874336577565,Heavy Crack,3.4985711369071804,Heavy Crack
00181,3.6055512754639896,Heavy Crack,16.46572197020222,Heavy Crack,3.8626415831655936,Heavy Crack
00182,3.939543120718442,Heavy Crack,13.401492454200763,Heavy Crack,4.242640687119286,Heavy Crack
00183,4.6173585522460785,Heavy Crack,13.701094846763162,Heavy Crack,3.104834939252005,Heavy Crack
00184,3.9446165846632044,Heavy Crack,16.9162643630324,Heavy Crack,3.2249030993194197,Heavy Crack
00185,2.8844410203711917,Heavy Crack,17.029386365926403,Heavy Crack,2.95296461204668,Heavy Crack
00186,3.88329756778952,Heavy Crack,19.042058712229622,Heavy Crack,3.006659275674582,Heavy Crack
00187,5.091168824543143,Heavy Crack,16.086018774078315,Heavy Crack,4.560701700396552,Heavy Crack
00188,3.1240998703626617,Heavy Crack,12.701181047445942,Heavy Crack,3.0,Heavy Crack
00189,5.099019513592785,Heavy Crack,16.900887550658396,Heavy Crack,4.39089968002003,Heavy Crack
00190,4.525483399593905,Heavy Crack,18.110770276274835,Heavy Crack,4.123105625617661,Heavy Crack
00191,6.826419266350405,Heavy Crack,19.280041493731286,Heavy Crack,3.8418745424597094,Heavy Crack
00192,4.870318264754369,Heavy Crack,14.153444810363306,Heavy Crack,5.403702434442518,Heavy Crack
00193,8.335466393669883,Heavy Crack,16.0,Heavy Crack,6.800000000000001,Heavy Crack
00194,6.356099432828282,Heavy Crack,16.76305461424021,Heavy Crack,4.560701700396552,Heavy Crack
00195,5.578530272392541,Heavy Crack,16.16168308066954,Heavy Crack,1.9798989873223332,Medium Crack
00196,4.3266615305567875,Heavy Crack,16.6337007307454,Heavy Crack,2.8284271247461903,Heavy Crack
00197,6.390618123468183,Heavy Crack,17.875122377203464,Heavy Crack,2.95296461204668,Heavy Crack
00198,7.3348483283569,Heavy Crack,16.308280105516953,Heavy Crack,3.1622776601683795,Heavy Crack
00199,6.118823416311343,Heavy Crack,12.191800523302538,Heavy Crack,5.0,Heavy Crack
00200,4.903060268852506,Heavy Crack,17.26267650163207,Heavy Crack,3.423448553724738,Heavy Crack
00201,8.229216244576394,Heavy Crack,15.090394295710105,Heavy Crack,5.015974481593782,Heavy Crack
00202,7.602631123499285,Heavy Crack,16.483931569865245,Heavy Crack,3.8470768123342687,Heavy Crack
00203,6.675327707311455,Heavy Crack,20.024984394500787,Heavy Crack,3.8000000000000003,Heavy Crack
00204,7.280109889280519,Heavy Crack,18.270194306574847,Heavy Crack,3.622154055254967,Heavy Crack
00205,7.09365914038728,Heavy Crack,19.085072700935672,Heavy Crack,2.668332812825267,Heavy Crack
00206,4.25205832509386,Heavy Crack,18.386951895297926,Heavy Crack,3.2249030993194197,Heavy Crack
00207,3.3105890714493698,Heavy Crack,16.211107303327555,Heavy Crack,3.104834939252005,Heavy Crack
00208,4.237924020083418,Heavy Crack,17.36663467687393,Heavy Crack,2.4738633753705965,Heavy Crack
00209,2.863564212655271,Heavy Crack,13.870832707519762,Heavy Crack,3.6715119501371642,Heavy Crack
00210,2.863564212655271,Heavy Crack,13.0,Heavy Crack,2.8284271247461903,Heavy Crack
00211,3.1240998703626617,Heavy Crack,16.58553586713435,Heavy Crack,2.778488797889961,Heavy Crack
00212,2.785677655436824,Heavy Crack,14.88086019019062,Heavy Crack,2.6907248094147422,Heavy Crack
00213,3.8470768123342687,Heavy Crack,17.085666507338836,Heavy Crack,3.7735924528226414,Heavy Crack
00214,2.8284271247461903,Heavy Crack,15.709869509324387,Heavy Crack,2.3409399821439254,Heavy Crack
00215,2.60768096208106,Heavy Crack,17.464249196572982,Heavy Crack,1.6492422502470643,Medium Crack
00216,2.8425340807103794,Heavy Crack,13.453624047073712,Heavy Crack,2.785677655436824,Heavy Crack
00217,3.8052595180880893,Heavy Crack,15.420765220960988,Heavy Crack,3.82099463490856,Heavy Crack
00218,3.687817782917155,Heavy Crack,16.970562748477143,Heavy Crack,3.720215047547655,Heavy Crack
00219,4.753945729601885,Heavy Crack,14.601369798755185,Heavy Crack,2.60768096208106,Heavy Crack
00220,4.707440918375928,Heavy Crack,17.54536975956905,Heavy Crack,2.720294101747089,Heavy Crack
00221,4.47213595499958,Heavy Crack,17.36663467687393,Heavy Crack,3.4000000000000004,Heavy Crack
00222,4.604345773288535,Heavy Crack,17.126587517658034,Heavy Crack,2.8425340807103794,Heavy Crack
00223,6.08276253029822,Heavy Crack,16.670932787339765,Heavy Crack,4.219004621945798,Heavy Crack
00224,8.676404785393546,Heavy Crack,11.541230437002808,Heavy Crack,5.578530272392541,Heavy Crack
00225,7.467261881037789,Heavy Crack,15.368799562750503,Heavy Crack,3.984971769034255,Heavy Crack
00226,11.8,Heavy Crack,15.20526224699857,Heavy Crack,3.82099463490856,Heavy Crack
00227,11.684177335182824,Heavy Crack,16.419500601419035,Heavy Crack,7.37563556583431,Heavy Crack
00228,9.767292357659825,Heavy Crack,17.84040358287895,Heavy Crack,5.192301994298869,Heavy Crack
00229,5.122499389946279,Heavy Crack,14.317821063276353,Heavy Crack,3.8470768123342687,Heavy Crack
00230,3.6055512754639896,Heavy Crack,18.531055015837605,Heavy Crack,3.0,Heavy Crack
00231,3.82099463490856,Heavy Crack,20.16035713969373,Heavy Crack,2.529822128134704,Heavy Crack
00232,3.5383612025908264,Heavy Crack,16.834488409215172,Heavy Crack,2.60768096208106,Heavy Crack
00233,3.82099463490856,Heavy Crack,16.51302516197441,Heavy Crack,4.004996878900157,Heavy Crack
00234,4.024922359499622,Heavy Crack,14.848568954616468,Heavy Crack,3.130495168499706,Heavy Crack
00235,5.571355310873648,Heavy Crack,16.316862443496913,Heavy Crack,3.7947331922020555,Heavy Crack
00236,4.118252056394801,Heavy Crack,16.84399002611911,Heavy Crack,4.4,Heavy Crack
00237,4.386342439892262,Heavy Crack,17.54536975956905,Heavy Crack,3.6715119501371642,Heavy Crack
00238,3.687817782917155,Heavy Crack,16.426807358704856,Heavy Crack,3.9446165846632044,Heavy Crack
00239,3.3105890714493698,Heavy Crack,15.600000000000001,Heavy Crack,3.423448553724738,Heavy Crack
00240,4.219004621945798,Heavy Crack,16.16044553841261,Heavy Crack,3.2557641192199416,Heavy Crack
00241,4.0,Heavy Crack,16.954055562018194,Heavy Crack,3.2310988842807022,Heavy Crack
00242,5.546169849544819,Heavy Crack,14.714618581533129,Heavy Crack,5.946427498927402,Heavy Crack
00243,3.1622776601683795,Heavy Crack,15.153877391611694,Heavy Crack,3.2062439083762797,Heavy Crack
00244,5.458937625582473,Heavy Crack,17.395401691251628,Heavy Crack,5.141984052872977,Heavy Crack
00245,4.242640687119286,Heavy Crack,16.308280105516953,Heavy Crack,3.3286633954186478,Heavy Crack
00246,5.325410782277739,Heavy Crack,17.9075403112767,Heavy Crack,5.011985634456668,Heavy Crack
00247,3.6715119501371642,Heavy Crack,11.806777714516354,Heavy Crack,3.687817782917155,Heavy Crack
00248,2.280350850198276,Heavy Crack,12.801562404644208,Heavy Crack,2.08806130178211,Heavy Crack
00249,2.778488797889961,Heavy Crack,18.965231345807517,Heavy Crack,2.778488797889961,Heavy Crack
00250,2.778488797889961,Heavy Crack,19.38762491900439,Heavy Crack,2.668332812825267,Heavy Crack
00251,2.0591260281974004,Heavy Crack,15.493224325491452,Heavy Crack,1.969771560359221,Medium Crack
00252,2.973213749463701,Heavy Crack,23.08679276123039,Heavy Crack,3.130495168499706,Heavy Crack
00253,3.0463092423455636,Heavy Crack,20.935137926462296,Heavy Crack,3.2557641192199416,Heavy Crack
00254,5.21536192416212,Heavy Crack,18.14717608885746,Heavy Crack,2.60768096208106,Heavy Crack
00255,5.0,Heavy Crack,19.636700333813724,Heavy Crack,2.6,Heavy Crack
00256,5.099019513592785,Heavy Crack,17.232527382830412,Heavy Crack,2.08806130178211,Heavy Crack
00257,3.0528675044947495,Heavy Crack,16.9434353069264,Heavy Crack,2.08806130178211,Heavy Crack
00258,2.863564212655271,Heavy Crack,16.38169710378018,Heavy Crack,2.4083189157584592,Heavy Crack
00259,3.3105890714493698,Heavy Crack,16.720047846821494,Heavy Crack,2.6907248094147422,Heavy Crack
00260,2.6907248094147422,Heavy Crack,18.04217281815026,Heavy Crack,2.8425340807103794,Heavy Crack
00261,4.044749683231337,Heavy Crack,18.085353189805282,Heavy Crack,3.2310988842807022,Heavy Crack
00262,2.529822128134704,Heavy Crack,12.343419299367579,Heavy Crack,2.505992817228334,Heavy Crack
00263,3.7735924528226414,Heavy Crack,15.763248396190427,Heavy Crack,2.6305892875931813,Heavy Crack
00264,3.394112549695428,Heavy Crack,13.160547101089684,Heavy Crack,2.973213749463701,Heavy Crack
00265,3.3105890714493698,Heavy Crack,13.60588108135596,Heavy Crack,2.720294101747089,Heavy Crack
00266,3.984971769034255,Heavy Crack,19.321490625725545,Heavy Crack,4.4,Heavy Crack
00267,2.8284271247461903,Heavy Crack,14.167568598739871,Heavy Crack,5.099019513592785,Heavy Crack
00268,4.204759208325728,Heavy Crack,12.593649193144934,Heavy Crack,3.0528675044947495,Heavy Crack
00269,4.720169488482379,Heavy Crack,18.419554826325204,Heavy Crack,2.505992817228334,Heavy Crack
00270,4.17612260356422,Heavy Crack,16.676930173146374,Heavy Crack,3.4000000000000004,Heavy Crack
00271,6.4031242374328485,Heavy Crack,21.803669415949233,Heavy Crack,3.720215047547655,Heavy Crack
00272,7.244308110509934,Heavy Crack,16.19876538505327,Heavy Crack,2.6305892875931813,Heavy Crack
