filename,clean_width_mm,clean_class,blurred_width_mm,blurred_class,restored_width_mm,restored_class
00275,13.41044369139217,Heavy Crack,20.757649192526596,Heavy Crack,4.219004621945798,Heavy Crack
00276,2.4738633753705965,Heavy Crack,3.1622776601683795,Heavy Crack,2.4000000000000004,Heavy Crack
00277,11.443775600735975,Heavy Crack,18.98420396013486,Heavy Crack,4.123105625617661,Heavy Crack
00278,11.476933388322859,Heavy Crack,32.102959365142645,Heavy Crack,4.638965401897281,Heavy Crack
00279,15.463505424062166,Heavy Crack,32.102959365142645,Heavy Crack,4.317406628984581,Heavy Crack
00280,13.971399357258385,Heavy Crack,22.64155471693585,Heavy Crack,2.6,Heavy Crack
00281,13.453624047073712,Heavy Crack,18.027756377319946,Heavy Crack,2.1540659228538015,Heavy Crack
00282,13.96280774056565,Heavy Crack,18.137254478007417,Heavy Crack,2.529822128134704,Heavy Crack
00283,14.864723340849636,Heavy Crack,20.518284528683193,Heavy Crack,3.4176014981270124,Heavy Crack
00284,13.091982279242513,Heavy Crack,14.989329538041387,Heavy Crack,3.4525353003264136,Heavy Crack
00285,11.600000000000001,Heavy Crack,24.14953415699773,Heavy Crack,2.4083189157584592,Heavy Crack
00286,2.683281572999748,Heavy Crack,3.2249030993194197,Heavy Crack,2.209072203437452,Heavy Crack
00287,9.280086206496145,Heavy Crack,23.38632078801623,Heavy Crack,2.785677655436824,Heavy Crack
00288,11.896217886370442,Heavy Crack,29.008274681545608,Heavy Crack,3.6055512754639896,Heavy Crack
00289,9.759098319004682,Heavy Crack,17.33666634621547,Heavy Crack,3.0594117081556713,Heavy Crack
00290,8.409518416651457,Heavy Crack,15.273506473629428,Heavy Crack,3.394112549695428,Heavy Crack
00291,9.701546268507924,Heavy Crack,21.18962010041709,Heavy Crack,2.863564212655271,Heavy Crack
00292,9.476286192385707,Heavy Crack,32.102959365142645,Heavy Crack,3.006659275674582,Heavy Crack
00293,2.60768096208106,Heavy Crack,4.753945729601885,Heavy Crack,2.3409399821439254,Heavy Crack
00294,2.529822128134704,Heavy Crack,8.4,Heavy Crack,2.4413111231467406,Heavy Crack
00295,2.3409399821439254,Heavy Crack,2.8000000000000003,Heavy Crack,2.6,Heavy Crack
00296,3.0,Heavy Crack,8.236504112789602,Heavy Crack,2.4083189157584592,Heavy Crack
00297,4.049691346263318,Heavy Crack,7.045565981523414,Heavy Crack,1.8439088914585775,Medium Crack
00298,3.8000000000000003,Heavy Crack,16.705687654209267,Heavy Crack,2.1540659228538015,Heavy Crack
00299,2.08806130178211,Heavy Crack,4.604345773288535,Heavy Crack,2.1540659228538015,Heavy Crack
00300,2.785677655436824,Heavy Crack,4.6000000000000005,Heavy Crack,2.5612496949731396,Heavy Crack
00301,2.683281572999748,Heavy Crack,7.2277243998370615,Heavy Crack,1.8110770276274835,Medium Crack
00302,2.8844410203711917,Heavy Crack,8.246211251235321,Heavy Crack,3.0,Heavy Crack
00303,2.3409399821439254,Heavy Crack,7.08801805866774,Heavy Crack,2.0591260281974004,Heavy Crack
00304,3.3286633954186478,Heavy Crack,8.440379138403676,Heavy Crack,3.2249030993194197,Heavy Crack
00305,2.3409399821439254,Heavy Crack,6.352952069707436,Heavy Crack,1.4142135623730951,Medium Crack
00306,3.6055512754639896,Heavy Crack,8.692525524840292,Heavy Crack,3.1622776601683795,Heavy Crack
00307,4.317406628984581,Heavy Crack,15.122169156572745,Heavy Crack,3.423448553724738,Heavy Crack
00308,3.7947331922020555,Heavy Crack,14.0470637501223,Heavy Crack,2.720294101747089,Heavy Crack
00309,2.009975124224178,Heavy Crack,2.6,Heavy Crack,2.2,Heavy Crack
00310,3.736308338453881,Heavy Crack,13.38805437694365,Heavy Crack,2.23606797749979,Heavy Crack
00311,4.0,Heavy Crack,12.088010589009262,Heavy Crack,2.433105012119288,Heavy Crack
00312,5.280151512977635,Heavy Crack,14.499655168313488,Heavy Crack,2.683281572999748,Heavy Crack
00313,3.8470768123342687,Heavy Crack,14.122322755127783,Heavy Crack,2.4000000000000004,Heavy Crack
00314,3.88329756778952,Heavy Crack,12.348279232346506,Heavy Crack,3.0265491900843116,Heavy Crack
00315,3.939543120718442,Heavy Crack,12.175385004179539,Heavy Crack,2.778488797889961,Heavy Crack
00316,3.8470768123342687,Heavy Crack,9.848857801796106,Heavy Crack,2.80713376952364,Heavy Crack
00317,4.17612260356422,Heavy Crack,8.438009243891596,Heavy Crack,4.019950248448356,Heavy Crack
00318,4.525483399593905,Heavy Crack,13.484806264830059,Heavy Crack,3.2984845004941286,Heavy Crack
00319,4.27551166528639,Heavy Crack,12.459534501738018,Heavy Crack,2.60768096208106,Heavy Crack
00320,8.54400374531753,Heavy Crack,16.190120444270946,Heavy Crack,2.4083189157584592,Heavy Crack
00321,6.356099432828282,Heavy Crack,18.531055015837605,Heavy Crack,3.2,Heavy Crack
00322,2.3409399821439254,Heavy Crack,3.2,Heavy Crack,2.4166091947189146,Heavy Crack
00323,2.3409399821439254,Heavy Crack,3.2,Heavy Crack,2.529822128134704,Heavy Crack
00324,2.3409399821439254,Heavy Crack,3.2,Heavy Crack,2.6,Heavy Crack
00325,1.1313708498984762,Medium Crack,2.6907248094147422,Heavy Crack,1.8,Medium Crack
00326,1.4422205101855958,Medium Crack,2.2,Heavy Crack,1.6124515496597098,Medium Crack
00327,2.2,Heavy Crack,2.785677655436824,Heavy Crack,2.3409399821439254,Heavy Crack
00328,2.23606797749979,Heavy Crack,5.43323108288245,Heavy Crack,1.969771560359221,Medium Crack
00329,1.019803902718557,Medium Crack,1.5620499351813308,Medium Crack,1.6,Medium Crack
00330,1.8973665961010278,Medium Crack,4.440720662234904,Heavy Crack,1.4422205101855958,Medium Crack
00331,2.2,Heavy Crack,5.015974481593782,Heavy Crack,1.969771560359221,Medium Crack
00332,2.08806130178211,Heavy Crack,3.2984845004941286,Heavy Crack,2.039607805437114,Heavy Crack
00333,5.458937625582473,Heavy Crack,12.702755606560334,Heavy Crack,2.80713376952364,Heavy Crack
00334,4.753945729601885,Heavy Crack,14.8,Heavy Crack,2.1540659228538015,Heavy Crack
00335,2.60768096208106,Heavy Crack,3.6055512754639896,Heavy Crack,2.529822128134704,Heavy Crack
00336,2.4000000000000004,Heavy Crack,8.06225774829855,Heavy Crack,1.8,Medium Crack
00337,1.8,Medium Crack,2.1633307652783937,Heavy Crack,2.0591260281974004,Heavy Crack
00338,2.8000000000000003,Heavy Crack,3.0,Heavy Crack,3.1622776601683795,Heavy Crack
00339,1.6124515496597098,Medium Crack,2.973213749463701,Heavy Crack,3.9597979746446663,Heavy Crack
00340,2.0,Medium Crack,2.4083189157584592,Heavy Crack,2.4083189157584592,Heavy Crack
00341,2.8284271247461903,Heavy Crack,3.2,Heavy Crack,3.2557641192199416,Heavy Crack
00342,5.3814496188294845,Heavy Crack,6.942621983083914,Heavy Crack,4.565084884205331,Heavy Crack
00343,2.8000000000000003,Heavy Crack,3.104834939252005,Heavy Crack,3.0463092423455636,Heavy Crack
00344,4.404543109109048,Heavy Crack,8.440379138403676,Heavy Crack,3.82099463490856,Heavy Crack
00345,3.006659275674582,Heavy Crack,3.2,Heavy Crack,3.2,Heavy Crack
00346,5.882176467941097,Heavy Crack,15.05722417977497,Heavy Crack,1.5231546211727818,Medium Crack
00347,5.3814496188294845,Heavy Crack,7.08801805866774,Heavy Crack,7.102112361825881,Heavy Crack
00348,3.2802438933713454,Heavy Crack,4.604345773288535,Heavy Crack,3.3105890714493698,Heavy Crack
00349,5.21536192416212,Heavy Crack,13.926952286842948,Heavy Crack,1.4422205101855958,Medium Crack
00350,2.785677655436824,Heavy Crack,2.9120439557122073,Heavy Crack,3.0594117081556713,Heavy Crack
00351,8.049844718999244,Heavy Crack,12.894960255851897,Heavy Crack,2.3409399821439254,Heavy Crack
00352,2.23606797749979,Heavy Crack,2.4166091947189146,Heavy Crack,3.2557641192199416,Heavy Crack
00353,3.006659275674582,Heavy Crack,3.2,Heavy Crack,3.2557641192199416,Heavy Crack
00354,2.863564212655271,Heavy Crack,3.0594117081556713,Heavy Crack,3.0594117081556713,Heavy Crack
00355,2.95296461204668,Heavy Crack,3.104834939252005,Heavy Crack,3.0463092423455636,Heavy Crack
00356,2.2627416997969525,Heavy Crack,2.280350850198276,Heavy Crack,2.863564212655271,Heavy Crack
00357,2.9120439557122073,Heavy Crack,3.130495168499706,Heavy Crack,3.2557641192199416,Heavy Crack
00358,2.6,Heavy Crack,2.5612496949731396,Heavy Crack,2.785677655436824,Heavy Crack
00359,2.60768096208106,Heavy Crack,2.60768096208106,Heavy Crack,3.0,Heavy Crack
00360,2.720294101747089,Heavy Crack,2.778488797889961,Heavy Crack,3.0594117081556713,Heavy Crack
00361,1.6,Medium Crack,1.6,Medium Crack,2.12602916254693,Heavy Crack
00362,1.341640786499874,Medium Crack,1.264911064067352,Medium Crack,1.5620499351813308,Medium Crack
00363,1.8867962264113207,Medium Crack,1.6124515496597098,Medium Crack,1.969771560359221,Medium Crack
00364,1.8439088914585775,Medium Crack,1.5620499351813308,Medium Crack,2.280350850198276,Heavy Crack
00365,1.8110770276274835,Medium Crack,1.697056274847714,Medium Crack,2.668332812825267,Heavy Crack
00366,1.0,Light Crack,0.0,Light Crack,1.341640786499874,Medium Crack
00367,1.264911064067352,Medium Crack,1.264911064067352,Medium Crack,1.6124515496597098,Medium Crack
00368,1.264911064067352,Medium Crack,1.5231546211727818,Medium Crack,1.6,Medium Crack
00369,1.0,Light Crack,1.4560219778561037,Medium Crack,1.4142135623730951,Medium Crack
00370,1.0,Light Crack,1.4422205101855958,Medium Crack,1.264911064067352,Medium Crack
00371,1.0,Light Crack,1.2806248474865698,Medium Crack,1.216552506059644,Medium Crack
00372,1.5231546211727818,Medium Crack,1.6124515496597098,Medium Crack,1.6,Medium Crack
00373,1.4560219778561037,Medium Crack,1.5231546211727818,Medium Crack,1.5620499351813308,Medium Crack
00374,1.4560219778561037,Medium Crack,1.5231546211727818,Medium Crack,1.4422205101855958,Medium Crack
00375,1.341640786499874,Medium Crack,1.264911064067352,Medium Crack,1.0770329614269007,Medium Crack
00376,1.019803902718557,Medium Crack,1.2000000000000002,Medium Crack,1.2000000000000002,Medium Crack
00377,1.0,Light Crack,1.341640786499874,Medium Crack,1.788854381999832,Medium Crack
00378,1.0770329614269007,Medium Crack,1.264911064067352,Medium Crack,1.4422205101855958,Medium Crack
00379,2.08806130178211,Heavy Crack,2.4000000000000004,Heavy Crack,2.3409399821439254,Heavy Crack
00380,2.2,Heavy Crack,2.3409399821439254,Heavy Crack,2.433105012119288,Heavy Crack
00381,1.4560219778561037,Medium Crack,1.6124515496597098,Medium Crack,1.788854381999832,Medium Crack
00382,0.632455532033676,Light Crack,0.0,Light Crack,1.0770329614269007,Medium Crack
00383,1.4560219778561037,Medium Crack,1.6124515496597098,Medium Crack,1.6124515496597098,Medium Crack
00384,1.216552506059644,Medium Crack,1.6,Medium Crack,1.4000000000000001,Medium Crack
00385,0.7211102550927979,Light Crack,0.0,Light Crack,1.2806248474865698,Medium Crack
00386,0.8,Light Crack,0.0,Light Crack,1.264911064067352,Medium Crack
00387,2.0591260281974004,Heavy Crack,2.009975124224178,Heavy Crack,2.8000000000000003,Heavy Crack
00388,2.08806130178211,Heavy Crack,2.009975124224178,Heavy Crack,2.4166091947189146,Heavy Crack
00389,2.4083189157584592,Heavy Crack,2.6,Heavy Crack,2.785677655436824,Heavy Crack
00390,2.0,Medium Crack,2.039607805437114,Heavy Crack,2.12602916254693,Heavy Crack
00391,2.0,Medium Crack,2.039607805437114,Heavy Crack,2.2627416997969525,Heavy Crack
00392,1.7088007490635062,Medium Crack,1.969771560359221,Medium Crack,1.7204650534085255,Medium Crack
00393,4.707440918375928,Heavy Crack,5.035871324805669,Heavy Crack,4.870318264754369,Heavy Crack
00394,3.622154055254967,Heavy Crack,3.8626415831655936,Heavy Crack,3.82099463490856,Heavy Crack
00395,2.778488797889961,Heavy Crack,3.1240998703626617,Heavy Crack,2.95296461204668,Heavy Crack
00396,4.707440918375928,Heavy Crack,5.063595560468865,Heavy Crack,5.035871324805669,Heavy Crack
00397,4.242640687119286,Heavy Crack,4.39089968002003,Heavy Crack,4.123105625617661,Heavy Crack
00398,4.242640687119286,Heavy Crack,4.440720662234904,Heavy Crack,4.1036569057366385,Heavy Crack
00399,3.7576588456111875,Heavy Crack,4.753945729601885,Heavy Crack,4.3266615305567875,Heavy Crack
00400,3.2557641192199416,Heavy Crack,3.4000000000000004,Heavy Crack,3.2,Heavy Crack
00401,3.0594117081556713,Heavy Crack,3.8470768123342687,Heavy Crack,3.2557641192199416,Heavy Crack
00402,2.8284271247461903,Heavy Crack,2.8000000000000003,Heavy Crack,3.0463092423455636,Heavy Crack
00403,3.2557641192199416,Heavy Crack,3.8418745424597094,Heavy Crack,3.4525353003264136,Heavy Crack
00404,3.1622776601683795,Heavy Crack,3.8000000000000003,Heavy Crack,3.4000000000000004,Heavy Crack
00405,3.2249030993194197,Heavy Crack,3.4000000000000004,Heavy Crack,3.4000000000000004,Heavy Crack
00406,2.60768096208106,Heavy Crack,2.720294101747089,Heavy Crack,3.3526109228480423,Heavy Crack
00407,3.0265491900843116,Heavy Crack,3.3105890714493698,Heavy Crack,3.577708763999664,Heavy Crack
00408,2.8000000000000003,Heavy Crack,2.973213749463701,Heavy Crack,3.1622776601683795,Heavy Crack
00409,2.4166091947189146,Heavy Crack,2.529822128134704,Heavy Crack,3.0,Heavy Crack
00410,2.8425340807103794,Heavy Crack,3.2984845004941286,Heavy Crack,3.4000000000000004,Heavy Crack
00411,2.4738633753705965,Heavy Crack,2.4166091947189146,Heavy Crack,2.505992817228334,Heavy Crack
00412,2.6,Heavy Crack,2.8000000000000003,Heavy Crack,3.2062439083762797,Heavy Crack
00413,3.0,Heavy Crack,3.3105890714493698,Heavy Crack,3.0265491900843116,Heavy Crack
00414,3.104834939252005,Heavy Crack,3.2984845004941286,Heavy Crack,3.8000000000000003,Heavy Crack
00415,1.6492422502470643,Medium Crack,1.5620499351813308,Medium Crack,1.9798989873223332,Medium Crack
00416,1.1661903789690602,Medium Crack,0.8,Light Crack,1.4422205101855958,Medium Crack
00417,1.0,Light Crack,0.7211102550927979,Light Crack,1.341640786499874,Medium Crack
00418,1.8439088914585775,Medium Crack,1.969771560359221,Medium Crack,2.209072203437452,Heavy Crack
00419,2.23606797749979,Heavy Crack,2.2,Heavy Crack,2.683281572999748,Heavy Crack
00420,2.2,Heavy Crack,2.2,Heavy Crack,2.529822128134704,Heavy Crack
00421,2.0,Medium Crack,2.4000000000000004,Heavy Crack,2.6,Heavy Crack
00422,1.969771560359221,Medium Crack,2.23606797749979,Heavy Crack,2.2,Heavy Crack
00423,1.6124515496597098,Medium Crack,2.2,Heavy Crack,2.433105012119288,Heavy Crack
00424,1.4000000000000001,Medium Crack,1.4422205101855958,Medium Crack,1.697056274847714,Medium Crack
00425,2.039607805437114,Heavy Crack,2.12602916254693,Heavy Crack,2.280350850198276,Heavy Crack
00426,2.4000000000000004,Heavy Crack,2.720294101747089,Heavy Crack,2.6,Heavy Crack
00427,1.6124515496597098,Medium Crack,1.8439088914585775,Medium Crack,2.23606797749979,Heavy Crack
00428,1.6,Medium Crack,1.7088007490635062,Medium Crack,2.0,Medium Crack
00429,2.039607805437114,Heavy Crack,2.4738633753705965,Heavy Crack,2.6907248094147422,Heavy Crack
00430,2.4000000000000004,Heavy Crack,2.720294101747089,Heavy Crack,2.60768096208106,Heavy Crack
00431,2.209072203437452,Heavy Crack,2.8000000000000003,Heavy Crack,2.720294101747089,Heavy Crack
00432,2.683281572999748,Heavy Crack,2.95296461204668,Heavy Crack,3.0463092423455636,Heavy Crack
00433,2.8284271247461903,Heavy Crack,3.2802438933713454,Heavy Crack,3.0594117081556713,Heavy Crack
00434,2.8284271247461903,Heavy Crack,3.2802438933713454,Heavy Crack,3.0528675044947495,Heavy Crack
00435,2.6305892875931813,Heavy Crack,2.973213749463701,Heavy Crack,2.9120439557122073,Heavy Crack
00436,3.8470768123342687,Heavy Crack,4.753945729601885,Heavy Crack,4.427188724235731,Heavy Crack
00437,4.0,Heavy Crack,4.833218389437829,Heavy Crack,4.427188724235731,Heavy Crack
00438,3.2984845004941286,Heavy Crack,3.54400902933387,Heavy Crack,3.2310988842807022,Heavy Crack
00439,2.8284271247461903,Heavy Crack,3.1240998703626617,Heavy Crack,2.8284271247461903,Heavy Crack
00440,2.4000000000000004,Heavy Crack,3.111269837220809,Heavy Crack,2.5612496949731396,Heavy Crack
00441,2.3323807579381204,Heavy Crack,2.973213749463701,Heavy Crack,2.8425340807103794,Heavy Crack
00442,2.12602916254693,Heavy Crack,2.5612496949731396,Heavy Crack,2.2627416997969525,Heavy Crack
00443,2.12602916254693,Heavy Crack,2.505992817228334,Heavy Crack,2.2627416997969525,Heavy Crack
00444,2.505992817228334,Heavy Crack,2.95296461204668,Heavy Crack,2.5455844122715714,Heavy Crack
00445,2.505992817228334,Heavy Crack,3.2249030993194197,Heavy Crack,2.505992817228334,Heavy Crack
00446,2.6,Heavy Crack,3.687817782917155,Heavy Crack,2.668332812825267,Heavy Crack
00447,2.433105012119288,Heavy Crack,3.130495168499706,Heavy Crack,2.683281572999748,Heavy Crack
00448,2.778488797889961,Heavy Crack,4.800000000000001,Heavy Crack,2.8844410203711917,Heavy Crack
00449,2.8000000000000003,Heavy Crack,3.0528675044947495,Heavy Crack,3.7735924528226414,Heavy Crack
00450,2.720294101747089,Heavy Crack,2.720294101747089,Heavy Crack,3.0,Heavy Crack
00451,2.529822128134704,Heavy Crack,2.8284271247461903,Heavy Crack,2.6907248094147422,Heavy Crack
00452,2.8000000000000003,Heavy Crack,3.0463092423455636,Heavy Crack,3.649657518178932,Heavy Crack
00453,2.720294101747089,Heavy Crack,2.8284271247461903,Heavy Crack,3.1622776601683795,Heavy Crack
00454,2.8000000000000003,Heavy Crack,3.104834939252005,Heavy Crack,3.1622776601683795,Heavy Crack
00455,3.3526109228480423,Heavy Crack,3.8470768123342687,Heavy Crack,3.88329756778952,Heavy Crack
00456,3.405877273185281,Heavy Crack,4.651881339845203,Heavy Crack,3.676955262170047,Heavy Crack
00457,4.565084884205331,Heavy Crack,5.531726674375733,Heavy Crack,4.604345773288535,Heavy Crack
00458,4.404543109109048,Heavy Crack,5.556977595779922,Heavy Crack,4.8166378315169185,Heavy Crack
00459,4.386342439892262,Heavy Crack,5.385164807134505,Heavy Crack,4.427188724235731,Heavy Crack
00460,3.6715119501371642,Heavy Crack,5.2,Heavy Crack,3.984971769034255,Heavy Crack
00461,3.6715119501371642,Heavy Crack,3.7576588456111875,Heavy Crack,3.676955262170047,Heavy Crack
00462,3.2,Heavy Crack,3.7576588456111875,Heavy Crack,3.3105890714493698,Heavy Crack
00463,3.6055512754639896,Heavy Crack,3.9293765408777,Heavy Crack,4.049691346263318,Heavy Crack
00464,3.5383612025908264,Heavy Crack,3.9698866482558417,Heavy Crack,3.82099463490856,Heavy Crack
00465,4.720169488482379,Heavy Crack,5.091168824543143,Heavy Crack,4.17612260356422,Heavy Crack
00466,4.8166378315169185,Heavy Crack,5.2345009313209605,Heavy Crack,5.336665625650534,Heavy Crack
00467,3.2,Heavy Crack,3.560898762952972,Heavy Crack,3.492849839314596,Heavy Crack
00468,3.2249030993194197,Heavy Crack,3.577708763999664,Heavy Crack,3.6055512754639896,Heavy Crack
00469,3.006659275674582,Heavy Crack,3.440930106817051,Heavy Crack,3.2984845004941286,Heavy Crack
00470,3.0,Heavy Crack,3.2,Heavy Crack,3.4176014981270124,Heavy Crack
00471,3.0,Heavy Crack,3.4525353003264136,Heavy Crack,3.3286633954186478,Heavy Crack
00472,2.785677655436824,Heavy Crack,3.111269837220809,Heavy Crack,3.0463092423455636,Heavy Crack
00473,3.0594117081556713,Heavy Crack,3.2984845004941286,Heavy Crack,3.4176014981270124,Heavy Crack
00474,3.104834939252005,Heavy Crack,3.4000000000000004,Heavy Crack,3.2802438933713454,Heavy Crack
00475,2.6305892875931813,Heavy Crack,3.3105890714493698,Heavy Crack,4.044749683231337,Heavy Crack
00476,3.423448553724738,Heavy Crack,3.492849839314596,Heavy Crack,4.242640687119286,Heavy Crack
00477,3.82099463490856,Heavy Crack,4.1036569057366385,Heavy Crack,4.404543109109048,Heavy Crack
00478,4.0,Heavy Crack,4.753945729601885,Heavy Crack,4.368065933568311,Heavy Crack
00479,3.9597979746446663,Heavy Crack,5.31413210223457,Heavy Crack,5.403702434442518,Heavy Crack
00480,3.687817782917155,Heavy Crack,7.280109889280519,Heavy Crack,3.88329756778952,Heavy Crack
00481,3.7735924528226414,Heavy Crack,6.315061361538778,Heavy Crack,4.17612260356422,Heavy Crack
00482,3.492849839314596,Heavy Crack,4.681879964287851,Heavy Crack,4.27551166528639,Heavy Crack
00483,3.7735924528226414,Heavy Crack,5.261178575186363,Heavy Crack,4.079215610874228,Heavy Crack
00484,4.866210024238576,Heavy Crack,5.385164807134505,Heavy Crack,5.546169849544819,Heavy Crack
00485,4.512205669071391,Heavy Crack,4.707440918375928,Heavy Crack,4.800000000000001,Heavy Crack
00486,3.5383612025908264,Heavy Crack,4.427188724235731,Heavy Crack,3.8626415831655936,Heavy Crack
00487,3.577708763999664,Heavy Crack,4.427188724235731,Heavy Crack,3.687817782917155,Heavy Crack
00488,3.4000000000000004,Heavy Crack,3.7947331922020555,Heavy Crack,3.440930106817051,Heavy Crack
00489,3.1622776601683795,Heavy Crack,4.118252056394801,Heavy Crack,3.54400902933387,Heavy Crack
00490,3.3105890714493698,Heavy Crack,3.4000000000000004,Heavy Crack,4.27551166528639,Heavy Crack
00491,2.505992817228334,Heavy Crack,4.237924020083418,Heavy Crack,3.0265491900843116,Heavy Crack
00492,3.3526109228480423,Heavy Crack,4.204759208325728,Heavy Crack,3.2310988842807022,Heavy Crack
00493,3.3105890714493698,Heavy Crack,4.242640687119286,Heavy Crack,2.683281572999748,Heavy Crack
00494,3.130495168499706,Heavy Crack,3.9293765408777,Heavy Crack,3.1240998703626617,Heavy Crack
00495,3.0265491900843116,Heavy Crack,3.939543120718442,Heavy Crack,2.973213749463701,Heavy Crack
00496,3.0594117081556713,Heavy Crack,4.17612260356422,Heavy Crack,3.0,Heavy Crack
00497,3.0,Heavy Crack,3.9597979746446663,Heavy Crack,3.2249030993194197,Heavy Crack
00498,2.6305892875931813,Heavy Crack,4.118252056394801,Heavy Crack,2.9120439557122073,Heavy Crack
00499,2.668332812825267,Heavy Crack,3.4000000000000004,Heavy Crack,2.8000000000000003,Heavy Crack
00500,2.4413111231467406,Heavy Crack,3.687817782917155,Heavy Crack,2.5455844122715714,Heavy Crack
00501,1.8867962264113207,Medium Crack,2.433105012119288,Heavy Crack,2.0,Medium Crack
00502,3.405877273185281,Heavy Crack,3.9698866482558417,Heavy Crack,3.2802438933713454,Heavy Crack
00503,3.2,Heavy Crack,4.638965401897281,Heavy Crack,3.7576588456111875,Heavy Crack
00504,3.405877273185281,Heavy Crack,4.123105625617661,Heavy Crack,3.560898762952972,Heavy Crack
00505,3.394112549695428,Heavy Crack,4.6173585522460785,Heavy Crack,3.405877273185281,Heavy Crack
00506,3.130495168499706,Heavy Crack,4.118252056394801,Heavy Crack,3.2802438933713454,Heavy Crack
00507,2.08806130178211,Heavy Crack,4.161730409336963,Heavy Crack,1.8439088914585775,Medium Crack
00508,2.60768096208106,Heavy Crack,2.23606797749979,Heavy Crack,3.2249030993194197,Heavy Crack
00509,3.6,Heavy Crack,3.3105890714493698,Heavy Crack,4.161730409336963,Heavy Crack
00510,3.687817782917155,Heavy Crack,3.54400902933387,Heavy Crack,4.123105625617661,Heavy Crack
00511,2.1633307652783937,Heavy Crack,2.280350850198276,Heavy Crack,3.622154055254967,Heavy Crack
00512,2.6,Heavy Crack,4.8373546489791295,Heavy Crack,5.720139858430037,Heavy Crack
00513,2.95296461204668,Heavy Crack,4.8373546489791295,Heavy Crack,5.635601121442149,Heavy Crack
00514,2.973213749463701,Heavy Crack,2.8844410203711917,Heavy Crack,3.6715119501371642,Heavy Crack
00515,2.8000000000000003,Heavy Crack,3.3105890714493698,Heavy Crack,3.423448553724738,Heavy Crack
00516,4.079215610874228,Heavy Crack,4.368065933568311,Heavy Crack,4.919349550499538,Heavy Crack
00517,2.8284271247461903,Heavy Crack,3.7735924528226414,Heavy Crack,3.7947331922020555,Heavy Crack
00518,3.492849839314596,Heavy Crack,4.560701700396552,Heavy Crack,4.418144406874904,Heavy Crack
00519,3.3526109228480423,Heavy Crack,4.440720662234904,Heavy Crack,4.47213595499958,Heavy Crack
00520,4.5694638635183455,Heavy Crack,5.295280917949491,Heavy Crack,4.753945729601885,Heavy Crack
00521,2.9120439557122073,Heavy Crack,3.1622776601683795,Heavy Crack,3.560898762952972,Heavy Crack
00522,4.5694638635183455,Heavy Crack,5.2839379254491625,Heavy Crack,4.6173585522460785,Heavy Crack
00523,4.5694638635183455,Heavy Crack,5.2839379254491625,Heavy Crack,4.9396356140913875,Heavy Crack
00524,2.6305892875931813,Heavy Crack,2.863564212655271,Heavy Crack,2.95296461204668,Heavy Crack
00525,3.0528675044947495,Heavy Crack,3.492849839314596,Heavy Crack,3.2984845004941286,Heavy Crack
00526,2.4738633753705965,Heavy Crack,2.8844410203711917,Heavy Crack,2.778488797889961,Heavy Crack
00527,1.0,Light Crack,1.216552506059644,Medium Crack,1.216552506059644,Medium Crack
00528,1.4142135623730951,Medium Crack,1.6,Medium Crack,1.4000000000000001,Medium Crack
00529,2.529822128134704,Heavy Crack,2.95296461204668,Heavy Crack,2.6,Heavy Crack
00530,1.4560219778561037,Medium Crack,1.8973665961010278,Medium Crack,1.4560219778561037,Medium Crack
00531,1.8110770276274835,Medium Crack,2.2,Heavy Crack,1.788854381999832,Medium Crack
00532,1.4560219778561037,Medium Crack,1.8867962264113207,Medium Crack,1.7088007490635062,Medium Crack
00533,2.280350850198276,Heavy Crack,2.95296461204668,Heavy Crack,2.280350850198276,Heavy Crack
00534,2.785677655436824,Heavy Crack,3.939543120718442,Heavy Crack,2.95296461204668,Heavy Crack
00535,2.8425340807103794,Heavy Crack,4.17612260356422,Heavy Crack,3.1240998703626617,Heavy Crack
00536,3.560898762952972,Heavy Crack,4.204759208325728,Heavy Crack,4.0,Heavy Crack
00537,2.8844410203711917,Heavy Crack,3.4000000000000004,Heavy Crack,2.973213749463701,Heavy Crack
00538,2.8284271247461903,Heavy Crack,2.973213749463701,Heavy Crack,3.1240998703626617,Heavy Crack
00539,3.1240998703626617,Heavy Crack,3.676955262170047,Heavy Crack,3.492849839314596,Heavy Crack
00540,3.3105890714493698,Heavy Crack,4.418144406874904,Heavy Crack,4.494441010848846,Heavy Crack
00541,3.3105890714493698,Heavy Crack,4.404543109109048,Heavy Crack,4.118252056394801,Heavy Crack
00542,4.219004621945798,Heavy Crack,4.604345773288535,Heavy Crack,4.242640687119286,Heavy Crack
00543,4.242640687119286,Heavy Crack,5.727128425310542,Heavy Crack,4.8373546489791295,Heavy Crack
00544,3.6055512754639896,Heavy Crack,6.449806198638839,Heavy Crack,4.404543109109048,Heavy Crack
00545,3.6055512754639896,Heavy Crack,3.939543120718442,Heavy Crack,3.8052595180880893,Heavy Crack
00546,2.280350850198276,Heavy Crack,2.6907248094147422,Heavy Crack,2.8284271247461903,Heavy Crack
00547,2.23606797749979,Heavy Crack,2.720294101747089,Heavy Crack,2.4413111231467406,Heavy Crack
00548,2.9120439557122073,Heavy Crack,3.104834939252005,Heavy Crack,3.88329756778952,Heavy Crack
00549,2.4413111231467406,Heavy Crack,3.0528675044947495,Heavy Crack,3.111269837220809,Heavy Crack
00550,3.0,Heavy Crack,3.3526109228480423,Heavy Crack,3.492849839314596,Heavy Crack
